,Input.save_dir,ocr,boundingBoxes
3295,data/bio-1/unordered/djcV5ja7wv4/slide_004.jpg,partial pressures also apply to gases dissolved in liquid such as water when water is exposed to air an equilibrium is reached in which the partial pressure of each gas is the same in the water and the air initial state oxygen dissolves at equilibrium in air when co is at equilibrium in solution and equ at the same partial pressure ations more fh mm hg mmol po ommhg mm hg mm hg y j pearson education inc,"[{""height"":163,""label"":""Diagram"",""left"":201,""top"":476,""width"":842},{""height"":257,""label"":""Diagram"",""left"":182,""top"":389,""width"":865}]"
3296,data/bio-3/Biol1020/22/slide_069.jpg,saving species heterozygote advantage individuals heterozygous for a large number of genes have greater fitness boing heterozygous may confer higher fitness for responding to a changing environment homozygote relatively homozygote relatively low fitness heterozygote relatively high fitness only one typeof jacket in wardrobe one type of jacket in wardrobe two types of jackets in wardrobe,"[{""height"":193,""label"":""Diagram"",""left"":6,""top"":153,""width"":629}]"
3297,data/bio-4/unordered/48z-q_9C09U/slide_006.jpg,you inherit of chromosomes from mom from dad normal chromosome inheritance from mom from dad chromosomes chromosomes x chromosome joy x or y chromosome,"[{""height"":211,""label"":""Diagram"",""left"":185,""top"":133,""width"":295},{""height"":141,""label"":""Diagram"",""left"":0,""top"":339,""width"":641}]"
3298,data/bio-3/Biol1020/05/slide_057.jpg,how we can slow global climate change decreasing your greenhouse gas emissions table decreasing your greenhouse gas emissions here are some ideas that you can use to help slow the rate of global warming action annual decrease in carbon dioxide production drive an energyefficient pounds vehicle suvs average xe miles per gallon while smaller cars average miles per gallon carpool days per week pounds,"[{""height"":358,""label"":""Table"",""left"":24,""top"":91,""width"":599},{""height"":61,""label"":""Diagram"",""left"":253,""top"":281,""width"":113},{""height"":55,""label"":""Diagram"",""left"":251,""top"":367,""width"":125}]"
3299,data/bio-3/Biol1020/19/slide_036.jpg,limits to population growth american use of resources average american uses as much as japanese or spaniards italians mexicans chinese indians bangladeshis tanzanians or ethiopians,[]
3300,data/bio-4/unordered/is-Gs4rdLHk/slide_072.jpg,figure the temporomandibular jaw joint mandibular fossa articular tubercle zygomatic process infratemporal fossa external acoustic ramus of mandible a location of th pearson ine,"[{""height"":456,""label"":""Diagram"",""left"":2,""top"":1,""width"":496}]"
3301,data/bio-3/Biol1020/22/slide_015.jpg,the sixth extinction current extinction rate calculated from known species disappearances vertebrates fish reptiles mammals and birds highly visible organisms with most complete records of documented extinctions study by us and mexican scientists species of known vertebrates went extinct in the century loss of in years so when are you going,"[{""height"":202,""label"":""Image"",""left"":426,""top"":276,""width"":203}]"
3302,data/bio-3/Biol1020/19/slide_003.jpg,population growth ecology study of the interactions among organisms as well as between organisms and their environment population all the individuals of a species in a given area able to create viable fertile offspring with each other,"[{""height"":250,""label"":""Image"",""left"":185,""top"":204,""width"":248}]"
3303,data/bio-1/unordered/djcV5ja7wv4/slide_015.jpg,mammalian respiratory systems a closer look gas exchange takes place in alveoli air sacs at the tips of bronchioles oxygen diffuses through the moist film of the epithelium and into capillaries carbon dioxide diffuses from the capillaries across the epithelium and into the air space branch of pulmonary artery en oxygenpoor blood blood terminal bronchiole a dense be enveloping sem pearson education inc,"[{""height"":407,""label"":""Diagram"",""left"":613,""top"":135,""width"":474},{""height"":132,""label"":""Image"",""left"":538,""top"":491,""width"":163}]"
3304,data/bio-3/Biol1020/05/slide_050.jpg,what type of plants open their stomata only at night a plants b c plants cc t plant d cam plants of photosynthesis,"[{""height"":276,""label"":""Image"",""left"":360,""top"":195,""width"":275}]"
3305,data/bio-4/unordered/is-Gs4rdLHk/slide_000.jpg,human part fee joints powerpoint lecture presentations prepared by leslie hendon of alabama birmingham pearson education ine,"[{""height"":430,""label"":""Image"",""left"":16,""top"":21,""width"":328}]"
3306,data/bio-4/unordered/48z-q_9C09U/slide_001.jpg,todays guiding questions how does the cell mix up the dna from each parent how does the cell split the mixed dna in dna replicates and divides good video on todays lecture amoeba sisters video on meiosis,"[{""height"":98,""label"":""Image"",""left"":542,""top"":20,""width"":77}]"
3307,data/bio-1/unordered/djcV5ja7wv4/slide_012.jpg,lungs lungs are an infolding of the body surface usually divided into numerous pockets the circulatory system open and closed transports gases between the lungs and the rest of the body the use of lungs for gas exchange varies among vertebrates that lack gills,"[{""height"":274,""label"":""Diagram"",""left"":271,""top"":398,""width"":703}]"
3308,data/bio-3/Biol1020/22/slide_067.jpg,saving species small populations are vulnerable greater risk for small populations with slow growth rates the longer a population remains small the greater the risk of complete elimination example heath hen due to habitat loss from human settlements on east coast recovering population of individuals in designated reserve small population was wiped out by disasterdisease,"[{""height"":132,""label"":""Image"",""left"":6,""top"":348,""width"":137}]"
3309,data/bio-3/Biol1020/19/slide_004.jpg,population growth population structure characteristics of a population distribution the spacing of individuals abundance the density of individuals ecologists explain distribution and abundance of individuals examine influential factors of success and failure interactions among species internal dynamics of the population relative numbers of sexes and ages,"[{""height"":166,""label"":""Image"",""left"":430,""top"":309,""width"":208}]"
3310,data/bio-4/unordered/is-Gs4rdLHk/slide_007.jpg,syndesmoses bones are connected exclusively by ligaments amount of movement depends on length of fibers tibiofibular jointimmovable synarthrosis interosseous membrane between radius and ulna freely movable diarthrosis pearson education ine,[]
3311,data/bio-3/Biol1020/05/slide_022.jpg,the flow of carbon fossil fuels highly concentrated energy sources produced from unconsumed carbohydrates of ancient buried organisms transformed by heat and pressure examples petroleum natural gas,"[{""height"":248,""label"":""Image"",""left"":267,""top"":209,""width"":370}]"
3312,data/bio-3/Biol1020/19/slide_015.jpg,population growth human population growth historians determined human population sizes over past years archaeological evidence written records shows exponential growth occurring in proportion to the current total graph of exponential growth shows jshaped curve bilion bition bition bubonic plague century dawn of christianity milion era milion empire milion year human populations billions,"[{""height"":222,""label"":""Diagram"",""left"":10,""top"":223,""width"":616}]"
3313,data/bio-1/unordered/djcV5ja7wv4/slide_027.jpg,the respiratory pigment of almost all vertebrates and many invertebrates is hemoglobin a single hemoglobin molecule can carry four molecules of one molecule for each iron containing heme group hemoglobin binds oxygen reversibly loading it in the gills or lungs and releasing it in other parts of the body croup i with iron at center pearson education inc,"[{""height"":282,""label"":""Diagram"",""left"":736,""top"":333,""width"":272}]"
3314,data/bio-4/unordered/48z-q_9C09U/slide_024.jpg,anaphase homologous pairs separate and move away to opposite poles sister chromatids remain attached at their centromere,"[{""height"":367,""label"":""Diagram"",""left"":342,""top"":102,""width"":236}]"
3315,data/bio-3/Biol1020/22/slide_060.jpg,the consequences of extinction biophilia instinctive desire to commune with nature e o wilson does the diversity of living organisms satisfy a deep psychological need to sustain humans do people seek natural landscapes due to evolutionary history,"[{""height"":193,""label"":""Image"",""left"":338,""top"":124,""width"":290}]"
3316,data/bio-3/Biol1020/05/slide_025.jpg,the flow of carbon data from ice cores fossil air bubbles trapped in ice determines carbon dioxide levels over long time spans current carbon dioxide levels are the highest level in over years temperature and carbon dioxide levels are correlated,"[{""height"":205,""label"":""Image"",""left"":336,""top"":268,""width"":303}]"
3317,data/bio-4/unordered/is-Gs4rdLHk/slide_032.jpg,angular movements increase or decrease angle between bones movements involve flexion and extension abduction and adduction circumduction pearson education ine,[]
3318,data/bio-3/Biol1020/19/slide_012.jpg,population growth human population growth historians determined human population sizes over past years archaeological evidence written records shows exponential growth occurring in proportion to the current total graph of exponential growth shows jshaped curve bition bilion plague dawn of christianity milion empire milion human populations billions,"[{""height"":216,""label"":""Diagram"",""left"":10,""top"":226,""width"":620}]"
3319,data/bio-4/unordered/48z-q_9C09U/slide_023.jpg,metaphase homologous pairs align in middle independent assortment random lining up of chromosomes helps to create gametes with diff combos of chromosomes from mom dad,"[{""height"":267,""label"":""Image"",""left"":366,""top"":130,""width"":272}]"
3320,data/bio-1/unordered/djcV5ja7wv4/slide_020.jpg,in humans the main breathing control center consists of neural circuits in the medulla oblongata near the base of the brain the medulla regulates the rate and depth of breathing in response to ph changes in the cerebrospinal fluid the medulla adjusts breathing rate and depth to match metabolic demands pearson education inc,[]
3321,data/bio-3/Biol1020/05/slide_059.jpg,how we can slow global climate change table continued annual decrease in carbon dioxide production buy food and other products with reusable or recyclable packaging or reduced packaging to save the required to manufacture new containers pounds plant shade trees around your home to decrease energy consumption and to remove carbon dioxide by photosynthesis pounds use a push mower instead of a pounds power mow f,"[{""height"":412,""label"":""Table"",""left"":28,""top"":3,""width"":583}]"
3322,data/bio-3/Biol1020/19/slide_027.jpg,limits to population growth earths carrying capacity for humans highest population growth rate current growth rate is range of future projections human population still growing but stable what population size can the earth support year a a,"[{""height"":309,""label"":""Diagram"",""left"":160,""top"":151,""width"":463}]"
3323,data/bio-3/Biol1020/22/slide_029.jpg,the sixth extinction habitat fragmentation large natural areas subdivided into smaller areas more commonly caused by human activity than complete habitat loss especially threatening to large predators eg grizzly bears and tigers need large hunting areas additional dangers for mobile florida panthers small population of of recorded deaths by cars,"[{""height"":211,""label"":""Image"",""left"":420,""top"":139,""width"":211}]"
3324,data/bio-1/unordered/djcV5ja7wv4/slide_029.jpg,respiratory pigments co produced during cellular respiration lowers blood ph and decreases the affinity of hemoglobin for o this is called the bohr shift hemoglobin also assists in preventing harmful changes in blood ph and plays a minor role in co transport pearson education inc ph hemoglobin retains less o at lower ph higher co concentration a o s o po mm hg b ph and hemoglobin dissociation,"[{""height"":480,""label"":""Diagram"",""left"":621,""top"":107,""width"":462}]"
3325,data/bio-4/unordered/48z-q_9C09U/slide_018.jpg,lets also consider something calledrandom fusion fusion of two gametes zygote each gamete million possible chromosome combinations from independent assortment trillion diploid,"[{""height"":328,""label"":""Diagram"",""left"":42,""top"":111,""width"":251}]"
3326,data/bio-4/unordered/is-Gs4rdLHk/slide_098.jpg,figure the knee joint lateral tibial cartilage on medial condyle tibial condyle meniscus lateral we meniscus posterior uciate ligament b superior view of the right tibia in the knee joint showing the menisci and cruciate ligaments pearson education ine,"[{""height"":402,""label"":""Diagram"",""left"":4,""top"":2,""width"":544}]"
3327,data/bio-3/Biol1020/19/slide_020.jpg,relative birth and death rates population growth birth and demographictransition death rates death rate drops while the birth are high rate remains the same growth rate increases high birth rate growth rate birth rate death rate death rate low time rate drops,"[{""height"":424,""label"":""Diagram"",""left"":10,""top"":2,""width"":624}]"
3328,data/bio-3/Biol1020/05/slide_014.jpg,the greenhouse effect hydrogen bonds attraction between neighboring water molecules properties of water due to hydrogen bonds more cohesive stick together resistant to temperature changes heat energy must first disrupt hydrogen bonds additional heat raises temperature cooled water releases heat and reforms bonds,[]
3329,data/bio-3/Biol1020/22/slide_055.jpg,which organisms would be keystone species a acacia trees in a community garden b domestic cats in local neighborhoods d gray wolves in yellowstone national park rufus red knots along shorelines telling me akeystonespecies,"[{""height"":221,""label"":""Image"",""left"":413,""top"":255,""width"":224}]"
3330,data/bio-1/unordered/djcV5ja7wv4/slide_018.jpg,how a mammal breathes mammals ventilate their lungs by negative pressure breathing which pulls air into the lungs lung volume increases as the rib muscles and diaphragm contract the tidal volume is the volume of air inhaled with each breath rib cage rib cage expands as gets smaller rib muscles as rib muscles contract relax lung diaphragm inhalation diaphragm exhalation diaphragm contracts moves down relaxes moves up pearson education inc,"[{""height"":322,""label"":""Diagram"",""left"":339,""top"":347,""width"":605}]"
3331,data/bio-3/Biol1020/05/slide_013.jpg,the greenhouse effect water heat and temperature heat the total amount of energy associated with movement of atoms and molecules temperature measures the intensity of heat how fast molecules move large volumes contain more heat due to greater totals of molecular movements,"[{""height"":227,""label"":""Diagram"",""left"":341,""top"":132,""width"":299}]"
3332,data/bio-4/unordered/48z-q_9C09U/slide_016.jpg,is this possible you run into your old friend manuel manuel who tells you that strange as it sounds he and his identical twin brother josé got married to identical twin sisters he says its going to be married marea really crazy because both couples are pregnant so his and josés kids will paula also be identical twins isabella using your understanding of how sperm have baby nave and ova egg are made what do you ss say to manuel in response please provide pieces of evidence to support your response a,"[{""height"":377,""label"":""Diagram"",""left"":4,""top"":103,""width"":307}]"
3333,data/bio-4/unordered/is-Gs4rdLHk/slide_049.jpg,special movements dorsiflexion and plantar flexion upanddown movements of the foot dorsiflexionlifting the foot so its superior surface approaches the shin plantar flexiondepressing the foot elevating the heel pearson ine,[]
3334,data/bio-3/Biol1020/22/slide_052.jpg,the consequences of extinction types of species interactions and their direct effects the bear salmon doesnot,"[{""height"":412,""label"":""Table"",""left"":114,""top"":68,""width"":413}]"
3335,data/bio-3/Biol1020/05/slide_061.jpg,its not that the world had more carbon dioxide its not that the world hasnt been warmer the problem is the speed at which things are we are inducing a sixth of by accider,"[{""height"":246,""label"":""Image"",""left"":49,""top"":7,""width"":550}]"
3336,data/bio-3/Biol1020/19/slide_029.jpg,limits to population growth signs that population is not near carrying capacity estimated proportion of earths resources used by humans uses net primary productivity npp amount of food energy available humans use to of the total land npp carrying capacity of earth might be billion people only humans would be supported by photosynthetic products,[]
3337,data/bio-1/unordered/djcV5ja7wv4/slide_011.jpg,tracheal systems in insects the tracheal system of insects consists of a network of air tubes that branch throughout the body the tracheal system can transport and co without the participation of the animals open circulatory system larger insects must ventilate their tracheal system to meet oq demands muscle fiber air al ry air external opening pearson education inc,"[{""height"":349,""label"":""Diagram"",""left"":446,""top"":327,""width"":447}]"
3338,data/bio-4/unordered/is-Gs4rdLHk/slide_035.jpg,figure movements allowed by synovial joints fr angular movements flexion and extension at the shoulder and knee,"[{""height"":436,""label"":""Diagram"",""left"":7,""top"":3,""width"":619}]"
3339,data/bio-4/unordered/48z-q_9C09U/slide_011.jpg,todays guiding questions how does the cell mix up the dna from each parent how does the cell split the mixed dna in dna replicates and divides,"[{""height"":98,""label"":""Image"",""left"":543,""top"":20,""width"":76}]"
3340,data/bio-3/Biol1020/05/slide_053.jpg,how we can slow global climate change biological effects of climate change loss of habitat and extinction for temperature sensitive species spread of tropical infectious diseases loss of coral reef organisms and algae from acidification by dissolved carbon dioxide,"[{""height"":177,""label"":""Image"",""left"":348,""top"":173,""width"":262}]"
3341,data/bio-3/Biol1020/22/slide_020.jpg,the sixth extinction causes of extinction loss or degradation of habitat introduction of nonnative species overexploitation of species pollution degradation introduced of,"[{""height"":124,""label"":""Image"",""left"":267,""top"":193,""width"":177},{""height"":129,""label"":""Image"",""left"":453,""top"":193,""width"":176},{""height"":123,""label"":""Image"",""left"":267,""top"":350,""width"":176},{""height"":126,""label"":""Image"",""left"":453,""top"":349,""width"":175}]"
3342,data/bio-3/Biol1020/19/slide_005.jpg,population growth population size estimated by population ecologists direct counting individuals are counted or surveyed eg us census markrecapture method estimates the size of more mobile or inconspicuous species,"[{""height"":160,""label"":""Diagram"",""left"":270,""top"":272,""width"":362}]"
3343,data/bio-1/unordered/djcV5ja7wv4/slide_016.jpg,breathing ventilates the lungs the process that ventilates the lungs is breathing the alternate inhalation and exhalation of air a variety of mechanisms for moving air in and out of the lungs have evolved breathing in breathing out britannica ine pearson education inc,"[{""height"":313,""label"":""Diagram"",""left"":423,""top"":345,""width"":410}]"
3344,data/bio-4/unordered/is-Gs4rdLHk/slide_096.jpg,selected synovial joints knee joint the largest and most complex joint acts primarily as a hinge joint has some capacity for rotation when leg is flexed structurally considered compound and bicondyloid two fibrocartilage menisci occur within the joint cavity femoropatellar jointshares the joint cavity allows patella to glide across the distal femur pearson,[]
3345,data/bio-4/unordered/48z-q_9C09U/slide_000.jpg,the other cell division why are you genetically unique meiosis dr rita marcon human biology f los medanos college what happens when things go wrong in meiosis,"[{""height"":204,""label"":""Diagram"",""left"":3,""top"":276,""width"":229},{""height"":254,""label"":""Diagram"",""left"":0,""top"":1,""width"":297},{""height"":213,""label"":""Image"",""left"":228,""top"":192,""width"":213}]"
3346,data/bio-3/Biol1020/05/slide_028.jpg,bioflix the carbon cycle carbon cycle video on youtube,"[{""height"":288,""label"":""Image"",""left"":125,""top"":111,""width"":393}]"
3347,data/bio-3/Biol1020/22/slide_027.jpg,the sixth extinction habitat fragmentation large natural areas subdivided into smaller areas more commonly caused by human activity than complete habitat loss especially threatening to large crossithe road predators eg grizzly bears and tigers need large hunting areas additional dangers for mobile species florida panthers small population of of recorded deaths by cars,"[{""height"":216,""label"":""Image"",""left"":420,""top"":143,""width"":212}]"
3348,data/bio-3/Biol1020/19/slide_002.jpg,introduction world population growth through history world population un estimated billion people more than years ago i population will stabilize between billion support billion more people re would everyone have the same level of support million people are food insecure million children under age are malnourished,"[{""height"":277,""label"":""Diagram"",""left"":296,""top"":3,""width"":335},{""height"":193,""label"":""Image"",""left"":304,""top"":282,""width"":334}]"
3349,data/bio-1/unordered/djcV5ja7wv4/slide_023.jpg,the metabolic demands of many organisms require that the blood transport large quantities of o and the chemistry of the different colours of blood,"[{""height"":407,""label"":""Diagram"",""left"":370,""top"":240,""width"":569}]"
3350,data/bio-4/unordered/is-Gs4rdLHk/slide_047.jpg,special movements inversion and eversion special movements at the foot inversionturns sole medially eversionturns sole laterally pearson ine,[]
3351,data/bio-4/unordered/48z-q_9C09U/slide_007.jpg,well its actually more complicated mom actually contributes slightly more than half the dna to baby mother provides all mitochondria for fertilized egg from mom from dad chromosomes chromosomes x chromosome x or y chromosome mitochondrial dna yfeatureshare mitochondria,"[{""height"":160,""label"":""Diagram"",""left"":0,""top"":154,""width"":637},{""height"":138,""label"":""Diagram"",""left"":6,""top"":328,""width"":252}]"
3352,data/bio-3/Biol1020/05/slide_054.jpg,which category accounts for most of the carbon dioxide emissions for a country a agriculture b industry c residential d transportation,"[{""height"":348,""label"":""Image"",""left"":279,""top"":116,""width"":336}]"
3353,data/bio-3/Biol1020/19/slide_037.jpg,the future of the human population growth beyond carrying capacity population crash steep decline in numbers may result if population grows larger than carrying capacity of environment population cycle repeated periods of rapid growth followed by dramatic crashes booms and busts in species with high birth rates,[]
3354,data/bio-1/unordered/djcV5ja7wv4/slide_024.jpg,coordination of circulation and gas exchange blood arriving in the lungs has a low poand a high pco relative to air in the alveoli in the alveoli diffuses into the blood and co diffuses into the air in tissue capillaries partial pressure gradients favor diffusion of into the interstitial fluids and co into the blood specialized carrier proteins play a vital role in this,"[{""height"":203,""label"":""Diagram"",""left"":422,""top"":517,""width"":404}]"
3355,data/bio-1/unordered/djcV5ja7wv4/slide_032.jpg,respiratory adaptations of diving mammals continued deepdiving air breathers can store large amounts of oxygen can be stored in their muscles in myoglobin proteins diving mammals also conserve oxygen by changing their buoyancy to glide passively decreasing blood supply to muscles myoglobin hemoglobin deriving atp in muscles from fermentation once oxygen is depleted pearson education inc,"[{""height"":157,""label"":""Image"",""left"":864,""top"":356,""width"":171},{""height"":115,""label"":""Image"",""left"":747,""top"":378,""width"":108}]"
3356,data/bio-4/unordered/is-Gs4rdLHk/slide_091.jpg,selected synovial joints hip joint aballandsocket structure movements occur in all axes limited by ligaments and acetabulum head of femur articulates with acetabulum stability comes chiefly from acetabulum and capsular ligaments muscle tendons contribute somewhat to stability movement at the hip overview pearson education ine,[]
3357,data/bio-3/Biol1020/22/slide_016.jpg,the sixth extinction natural extinctions vs current extinction rate assuming background rate of mammal extinction as per year natural extinctions would be expected in years actual count is more than times higher millennium ecosystem assessment study by un extinction rate species per year extinction each hour of every day is not logical,"[{""height"":161,""label"":""Image"",""left"":335,""top"":317,""width"":251}]"
3358,data/bio-3/Biol1020/19/slide_030.jpg,what carrying capacity for humans would result if earths total land net primary productivity was used a billion b billion d billion billion,[]
3359,data/bio-4/unordered/48z-q_9C09U/slide_009.jpg,recallin mitosis every new cell has exact copy of all its dna,"[{""height"":300,""label"":""Diagram"",""left"":21,""top"":146,""width"":607}]"
3360,data/bio-3/Biol1020/05/slide_026.jpg,the flow of carbon effects of anthropogenic fossil fuel use welldocumented increases in carbon dioxide levels over the past years average concentration of co is steadily increasing fluctuates yearly because photosynthesis is suppressed in the winter co concentration parts per mi year,"[{""height"":317,""label"":""Diagram"",""left"":13,""top"":146,""width"":620}]"
3361,data/bio-4/unordered/is-Gs4rdLHk/slide_040.jpg,a elevation depression lifting a body part moving a body part superiorly inferiorly pearson education,"[{""height"":417,""label"":""Diagram"",""left"":5,""top"":3,""width"":544}]"
3362,data/bio-4/unordered/48z-q_9C09U/slide_032.jpg,children born us frequency increases mom down syndrome trisomy age of mother,"[{""height"":338,""label"":""Diagram"",""left"":260,""top"":31,""width"":367}]"
3363,data/bio-3/Biol1020/19/slide_042.jpg,the future of the human population income growth rate and womens literacy play key roles in birth rates so per capita income population growth rato female literacy percentage increase per year percentage of,"[{""height"":379,""label"":""Diagram"",""left"":0,""top"":49,""width"":640}]"
3364,data/bio-1/unordered/djcV5ja7wv4/slide_007.jpg,respiratory surfaces gas exchange across respiratory surfaces takes place by diffusion respiratory surfaces tend to be large and thin and are always moist respiratory surfaces vary by animal and can include the skin gills tracheae and lungs tracheae pearson education inc,"[{""height"":400,""label"":""Diagram"",""left"":571,""top"":177,""width"":527}]"
3365,data/bio-3/Biol1020/22/slide_011.jpg,the sixth extinction history of extinctions biodiversity of life has increased over million years past mass extinctions sian are we now experiencing of mass number of marine families,"[{""height"":249,""label"":""Diagram"",""left"":12,""top"":148,""width"":614}]"
3366,data/bio-3/Biol1020/05/slide_021.jpg,the flow of carbon carbon dioxide absorbed by plants algae and some bacteria converted to carbohydrates with sunlight energy source of cellular energy for most organisms released by organisms consuming carbohydrates unconsumed carbohydrates may be buried for millennia,"[{""height"":199,""label"":""Diagram"",""left"":86,""top"":276,""width"":476}]"
3367,data/bio-4/unordered/is-Gs4rdLHk/slide_051.jpg,synovial joints classified by shape plane joint articular surfaces are flat planes short gliding movements are allowed intertarsal and intercarpal joints movements are nonaxial gliding does not involve rotation around any axis pearson education ine,[]
3368,data/bio-3/Biol1020/22/slide_063.jpg,saving species biodiversity hot spots natural areas making up less than of the earths surface but contain up to of all mammal bird reptile amphibian and plant species favorable climate conditions for high levels of plant production geological factors result in isolation for species diversification stopping habitat destruction in hot spots reduction in global extinction rate ecotourism encourages travel to natural areas in ways to conserve the environment and improve wellbeing of locals,"[{""height"":177,""label"":""Diagram"",""left"":221,""top"":303,""width"":346}]"
3369,data/bio-4/unordered/qQheZ-IxaWg/slide_051.jpg,osteoclasta bonedegrading cell agiant cell with many nuclei crawls along bone surfaces breaks down bone tissue secretes concentrated hcl lysosomal enzymes are released derived from hematopoietic stem cells,[]
3370,data/bio-3/Biol1020/19/slide_045.jpg,the future of the human population public policies to decrease population growth improve conditions for women access to education healthcare job market provide information and tools to regulate fertility,"[{""height"":333,""label"":""Image"",""left"":368,""top"":101,""width"":224}]"
3371,data/bio-3/Biol1020/05/slide_030.jpg,can photosynthesis slow down the risk of global warming chloroplasts organelles where photosynthesis occurs chloroplast envelope inner and outer membranes stroma thick fluid in chloroplast holding enzymes for photosynthesis thylakoids disklike membranous structures stacked in piles,"[{""height"":147,""label"":""Diagram"",""left"":357,""top"":276,""width"":235},{""height"":149,""label"":""Image"",""left"":351,""top"":116,""width"":232}]"
3372,data/bio-1/unordered/djcV5ja7wv4/slide_000.jpg,chapter respiratory system nasal cavity oral cavity pharynx right main left main bronchus bronchus right lung left lung diaphragm pearson education inc,"[{""height"":505,""label"":""Diagram"",""left"":328,""top"":104,""width"":623}]"
3373,data/bio-3/Biol1020/22/slide_064.jpg,saving species protecting habitat for critically endangered species us department of interior designates critical habitats for endangered species in us required by esa dependent on political and biological factors studies conducted to determine habitat requirements and setting population goal for endangered species restrictions on human activities may occur some habitats may be excluded from protection if sufficient economic benefits exist,[]
3374,data/bio-4/unordered/is-Gs4rdLHk/slide_080.jpg,figure the shoulder joint acromion capsule glenoid cavity lenoid labrum tendon of long wi of biceps tendon of the subscapularis muscle posterior anterior d lateral view of socket of right shoulder joint humerus removed pearson ine,"[{""height"":437,""label"":""Diagram"",""left"":4,""top"":1,""width"":508}]"
3375,data/bio-3/Biol1020/19/slide_039.jpg,the future of the human population demographic momentum time lag between when humans reduce birth rates and when population growth begins to slow parents reduce family size children grow and have children before parents die if parents have two children population continues to grow for years until stablé,[]
3376,data/bio-4/unordered/qQheZ-IxaWg/slide_056.jpg,table common types of fractures of common types of fractures continued fracture type description and comments type and comments spiral ragged break occurs when the along forces are applied to bone the plate common tends to occur where cells are dying pearson in,"[{""height"":274,""label"":""Table"",""left"":27,""top"":91,""width"":587}]"
3377,data/bio-1/unordered/djcV5ja7wv4/slide_009.jpg,fish gills use a countercurrent exchange system where blood flows in the opposite direction to water passing over the gills blood is always less saturated with than the water it meets countercurrent exchange mechanisms are remarkably efficient countercurrent exchange po mm hg in water f a diffu sion a of o po mm hg in blood pearson education inc,"[{""height"":237,""label"":""Diagram"",""left"":590,""top"":444,""width"":444}]"
3378,data/bio-3/Biol1020/19/slide_028.jpg,limits to population growth signs that population is not near carrying capacity declining growth rate due to decreased death rates and decreased birth rates decreased death rate despite rapid population increases indicates people dont run out of resources declining birth rate due to choice of having fewer children,[]
3379,data/bio-3/Biol1020/05/slide_037.jpg,can photosynthesis slow down global climate change the lightindependent reactions calvin cycle series of reactions occurring in the stroma produce glucose using atp and nadph from light reactions carbon dioxide lion lose yg reactions adp and nadp lightindependent reactions phosphate excess exported to make sugars and other carbohydrates,"[{""height"":259,""label"":""Diagram"",""left"":15,""top"":206,""width"":627}]"
3380,data/bio-4/unordered/is-Gs4rdLHk/slide_056.jpg,figure synovial joints pivot joint pearson ine,"[{""height"":343,""label"":""Diagram"",""left"":4,""top"":2,""width"":615}]"
3381,data/bio-3/Biol1020/22/slide_018.jpg,the sixth extinction table known threatened and endangered,"[{""height"":447,""label"":""Table"",""left"":223,""top"":33,""width"":409}]"
3382,data/bio-4/unordered/qQheZ-IxaWg/slide_058.jpg,disorders of bones osteoporosis characterized by low bone mass bone reabsorption outpaces bone deposition occurs most often in women after menopause pearson ine,[]
3383,data/bio-1/unordered/djcV5ja7wv4/slide_025.jpg,figure loading and unloading of respiratory gases po po po peo pearson education inc exhaled inhaled air air alveolar alveolar i spaces epithelial di cells a alveolar blood entering alveolar capillaries pulmonary pulmonary arteries veins and and systemic y systemic veins arteries heart systemic capillaries coz oz po peo,"[{""height"":715,""label"":""Diagram"",""left"":175,""top"":5,""width"":870}]"
3384,data/bio-4/unordered/is-Gs4rdLHk/slide_087.jpg,wrist joint stabilized by numerous ligaments composed of radiocarpal and intercarpal joint radiocarpal jointjoint between the radius and proximal carpals the scaphoid and lunate allows for flexion extension adduction abduction and circumduction intercarpal jointjoint between the proximal and distal rows or carpals allows for gliding movement pearson education ine,[]
3385,data/bio-3/Biol1020/19/slide_021.jpg,limits to population growth growth in nonhuman species studies show clear limits to population size elk in yellowstone park large population degraded rangeland food supplies high winter mortality norway lemmings massive migrations every to years lead to deaths from overcrowding loss of highquality food forces dispersal,[]
3386,data/bio-3/Biol1020/05/slide_039.jpg,photosynthesis slow down global cl nate change the lightindependent reactions calvin cycle input of atp and nadph carbon dioxide co and nadph from light reactions ribulose bisphosphate rubp lightindependent reactions adp and nadp glyceraldehyde phosphate excess exported to make sugars and other carbojydrates over many steps produces glyceraldehyde pathway of photosynthesis of molecules produced are rearranged to regenerate rubps excess makes glucose and other carbohydrates,"[{""height"":335,""label"":""Diagram"",""left"":6,""top"":98,""width"":384}]"
3387,data/bio-3/Biol1020/22/slide_051.jpg,what ecological interaction prevents salmonella enteritidis from colonizing chick intestines a mutualism with other birds b competition from beneficial bacteria cc d commensalism with edible plants parasitism by fleas rampant urbanisation and loss of wildlife habitat,"[{""height"":215,""label"":""Image"",""left"":404,""top"":265,""width"":216}]"
3388,data/bio-3/Biol1020/19/slide_026.jpg,limits to population growth densityindependent factors influence population growth rates regardless of population density droughts temperature extremes natural disasters more severe storms due to climate change impacts severity of factor effects may depend on population size competition for resources,[]
3389,data/bio-1/unordered/djcV5ja7wv4/slide_022.jpg,sensors in the aorta and carotid arteries monitor o and co concentrations in the blood these sensors exert secondary control over breathing pearson education inc,"[{""height"":442,""label"":""Diagram"",""left"":392,""top"":212,""width"":375}]"
